,A060101_sj,A060102_sj,A060103_sj,A060104_sj,A060105_sj,A060106_sj,A060107_sj,A060108_sj,A060109_sj,A06010A_sj,A06010B_sj,A06010C_sj,A06010D_sj,A06010E_sj,A06010F_sj,A06010G_sj,A06010H_sj,A06010I_sj,A06010J_sj,A06010K_sj,A06010L_sj,A06010M_sj,A06010N_sj,A06010O_sj,A06010P_sj,A06010Q_sj,A06010R_sj,A06010S_sj,A06010T_sj,A06010U_sj,A06010V_sj,A06010W_sj
202303,25973.7239,-5.8,0.0,0.0,19767.031,-4.1,3560.9209,-7.5,3064.1346,0.3,0.0,0.0,1031.2315,-11.5,1927.9718,-17.1,3247.4896,-6.2,15248.8983,-10.6,929.6181,-4.5,212.8668,-12.8,9582.3407,3.1,8173.3338,4.6,934873.3053,0.9,11554.3817,28.0
202302,13669.2486,-5.7,0.0,0.0,10272.5989,-4.6,1886.9142,-11.7,1612.9527,3.1,0.0,0.0,614.3127,-7.6,1031.3914,-17.0,1750.9456,-4.0,8403.9613,-13.1,510.4384,-5.4,120.0123,-10.2,4634.8366,11.6,3976.585,16.4,919683.3189,2.1,7845.8153,16.6
202301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202212,132895.4113,-10.0,0.0,0.0,100646.3787,-9.5,18147.0946,-11.8,15254.22,-11.9,0.0,0.0,5290.7711,-11.4,10647.359,-14.4,16310.9025,-9.4,79311.1814,-10.8,4610.2431,-13.6,1181.7397,-11.2,47792.2471,-8.1,41030.0123,-5.7,1025462.3688,-0.8,43302.5352,-13.6
202211,123863.0006,-9.8,0.0,0.0,94015.8823,-9.2,16861.9508,-11.9,14285.6741,-11.2,0.0,0.0,4825.7059,-11.3,9845.1316,-14.5,15176.2808,-9.5,73052.5807,-10.3,4246.0878,-12.7,1097.2159,-8.4,45467.1162,-8.7,39551.5768,-6.3,1016015.7594,-0.2,28623.5928,-15.2
202210,113945.3017,-8.8,0.0,0.0,86519.6086,-8.3,15527.0578,-10.8,13060.2629,-10.6,0.0,0.0,4402.7216,-10.3,9079.3586,-13.5,13943.6129,-8.3,66904.6416,-9.3,3890.9643,-11.5,1019.8517,-3.7,42129.8441,-7.8,36653.1651,-5.7,1006366.4696,0.7,24494.4618,-12.9
202209,103558.5404,-8.0,0.0,0.0,78556.0457,-7.5,14147.6356,-10.0,11837.6498,-9.9,0.0,0.0,4005.6039,-9.9,8276.4307,-12.2,12720.4601,-7.8,60770.7411,-8.5,3518.5368,-11.3,947.754,0.5,38321.5085,-7.1,33311.7316,-5.0,997217.8641,1.1,21700.7566,-14.1
202208,90808.8576,-7.4,0.0,0.0,68877.8049,-6.9,12418.5251,-9.6,10304.7174,-9.9,0.0,0.0,3495.9071,-10.1,7267.7446,-11.6,11167.401,-6.7,53316.3374,-7.9,3087.2047,-11.3,807.3429,0.3,33597.9726,-6.4,29315.3857,-4.5,988038.5629,2.0,19180.5798,-18.0
202207,79462.3902,-6.4,0.0,0.0,60237.6907,-5.8,10853.8836,-9.5,8990.5718,-8.8,0.0,0.0,3035.242,-10.3,6408.2011,-10.2,9781.2564,-5.9,46699.704,-6.6,2682.8665,-11.1,693.6661,0.0,29386.1536,-5.7,25555.8772,-4.0,978918.3547,2.4,16719.1314,-21.1
202206,68314.2075,-5.4,0.0,0.0,51804.496,-4.5,9327.6236,-8.4,7708.3244,-8.2,0.0,0.0,2616.267,-10.1,5528.2296,-8.7,8365.2149,-6.8,40297.7789,-5.1,2303.8182,-10.0,595.7825,4.6,25116.8279,-5.5,21720.5122,-4.6,969090.1829,3.2,15115.0333,-18.8
202205,52133.617,-4.0,0.0,0.0,39521.2403,-3.0,7141.1182,-5.8,5849.2722,-8.1,0.0,0.0,2000.3646,-9.4,4269.7725,-7.0,6342.2396,-6.3,31035.4041,-2.4,1765.0162,-9.7,443.1197,1.2,18890.077,-6.2,16389.7613,-6.3,954757.101,5.4,12425.18,-11.6
202204,39154.3128,-2.7,0.0,0.0,29527.2715,-2.1,5401.2592,-4.1,4329.459,-7.6,0.0,0.0,1554.4873,-8.2,3259.1936,-5.3,4813.3604,-2.6,23564.9503,-1.5,1368.446,-9.0,341.0286,-2.2,13879.8879,-4.1,11892.4404,-3.8,940632.5271,6.2,10615.3276,-9.3
202203,27764.9515,0.7,0.0,0.0,20761.2592,0.7,3883.8829,1.1,3076.5114,-5.9,0.0,0.0,1171.7761,-1.6,2347.3523,-2.1,3484.5639,3.6,17198.2,1.6,984.4349,-10.1,246.6142,-2.8,9335.7024,0.5,7852.8153,0.6,926430.4298,7.2,9026.1343,-10.6
202202,14499.3761,3.7,0.0,0.0,10768.8743,3.7,2137.8926,9.1,1564.3859,-6.5,0.0,0.0,664.9419,-1.5,1242.0897,-0.7,1823.4702,9.1,9674.8979,2.0,539.3753,-12.2,133.7051,-4.3,4151.3978,10.9,3417.0218,11.3,900607.7197,7.5,6729.5475,-5.6
202201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202112,147602.0767,4.4,0.0,0.0,111173.0,6.4,20566.5013,0.6,17322.5427,4.5,0.0,0.0,5973.8974,-8.0,12444.7642,-4.8,18010.4151,3.3,88910.2856,8.6,5336.0787,-8.8,1331.0734,-7.8,52024.639,-0.4,43504.6847,-2.1,1033431.0018,8.9,50091.0297,16.6
202111,137313.9585,6.0,0.0,0.0,103587.4765,8.1,19148.668,2.5,16088.212,5.5,0.0,0.0,5437.7174,-6.1,11520.1683,-3.1,16768.5963,4.9,81463.6842,10.5,4861.4882,-8.0,1197.24,-9.7,49791.5461,1.3,42225.2167,-0.6,1017745.5598,9.6,33742.3642,20.4
202110,124933.6196,7.2,0.0,0.0,94326.6302,9.3,17408.3318,3.3,14605.2532,6.4,0.0,0.0,4907.76,-4.9,10492.0935,-1.8,15207.1359,5.5,73776.2949,11.8,4397.1927,-7.6,1059.5234,-12.1,45700.6086,2.4,38868.4252,0.4,999756.4122,10.3,28134.748,20.8
202109,112568.069,8.8,0.0,0.0,84905.5641,10.9,15718.7287,4.6,13142.0877,8.3,0.0,0.0,4446.2923,-0.5,9422.8265,-1.3,13793.3861,6.9,66398.0874,13.9,3968.5739,-6.1,942.7724,-11.9,41258.6353,3.5,35083.1269,1.1,986471.05,10.9,25269.2591,27.8
202108,98059.7263,10.9,0.0,0.0,73971.1317,13.0,13742.9591,6.9,11431.7703,9.0,0.0,0.0,3890.1252,1.8,8225.827,0.2,11972.6424,9.1,57863.5708,16.3,3478.8651,-4.5,805.2338,-13.0,35912.0566,5.2,30704.4519,2.9,968945.4581,11.5,23393.5154,31.7
202107,84895.4072,12.7,0.0,0.0,63980.2832,14.9,11996.6113,9.1,9857.2553,10.4,0.0,0.0,3383.3989,3.7,7133.2974,2.0,10398.4277,10.7,50024.6085,18.8,3017.2372,-2.7,693.9982,-13.2,31159.5633,6.3,26617.493,4.0,955666.4528,12.3,21181.6338,32.4
202106,72179.0712,15.0,0.0,0.0,54244.2241,17.0,10182.1573,9.9,8399.3671,12.9,0.0,0.0,2909.5664,6.7,6054.1892,3.5,8971.0915,14.3,42479.4635,21.5,2560.3891,-1.2,569.6281,-15.8,26569.5905,8.2,22759.9058,6.3,938605.8123,12.4,18625.1322,32.8
202105,54318.0785,18.3,0.0,0.0,40750.2149,20.7,7580.8862,12.5,6366.7309,15.0,0.0,0.0,2207.9809,6.2,4590.5858,6.1,6769.2969,17.8,31788.0662,22.7,1954.501,0.2,437.928,-15.7,20137.5833,14.8,17487.2997,14.4,906071.7602,12.5,14051.1802,23.4
202104,40239.7557,21.6,0.0,0.0,30161.6916,24.4,5634.9436,16.0,4683.4088,16.3,0.0,0.0,1694.2575,10.8,3443.2122,9.5,4940.5944,17.9,23918.4909,27.1,1503.2671,5.9,348.6059,-11.1,14469.3918,16.0,12367.4577,14.2,885466.5864,12.6,11708.0334,24.6
202103,27575.8249,25.6,0.0,0.0,20623.7047,28.8,3840.2707,21.6,3269.7037,21.1,0.0,0.0,1190.3125,14.9,2396.9557,13.8,3364.852,19.9,16934.8303,34.3,1094.449,16.8,253.8091,-1.4,9292.7365,13.9,7802.6502,11.4,864331.0409,12.8,10091.4817,30.6
202102,13985.8657,38.3,0.0,0.0,10387.2635,41.9,1960.0236,37.1,1672.2964,30.4,0.0,0.0,675.2788,22.8,1251.2449,27.8,1672.0785,31.8,9487.7047,48.4,614.2972,32.7,139.6658,13.6,3744.198,19.4,3071.2444,16.4,837785.4471,12.4,7126.7236,45.6
202101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202012,141442.9455,7.0,0.0,0.0,104445.7333,7.6,20444.9305,4.5,16584.154,-4.1,0.0,0.0,6494.1019,5.4,13076.0629,-1.1,17427.0474,10.8,81904.8893,8.8,5849.85,-12.9,1442.9388,-15.8,52245.2674,7.7,44451.8726,6.7,948886.6319,13.0,42970.4707,-0.1
202011,129492.364,6.8,0.0,0.0,95836.9324,7.4,18687.9733,4.1,15250.8885,-4.2,0.0,0.0,5787.9312,4.2,11886.2937,-1.9,15981.2067,11.3,73710.7338,7.9,5284.1947,-13.9,1325.9305,-15.8,49171.505,8.7,42492.8243,8.1,928868.2281,12.6,28019.0594,-0.4
202010,116555.7566,6.3,0.0,0.0,86298.3787,7.0,16855.8147,4.0,13722.8338,-5.0,0.0,0.0,5160.2452,3.5,10682.776,-2.8,14414.3567,11.2,65965.9955,7.0,4757.2789,-14.3,1205.2759,-16.2,44627.2063,8.9,38718.5464,8.6,906267.958,12.5,23294.9859,-3.5
202009,103484.1959,5.6,0.0,0.0,76561.9408,6.1,15024.4947,3.1,12132.0862,-6.5,0.0,0.0,4469.892,0.5,9548.3256,-2.5,12904.0375,11.1,58308.6151,6.1,4225.3653,-15.6,1069.7995,-17.4,39880.416,8.5,34715.1648,8.4,889430.4703,12.6,19770.4345,-4.8
202008,88454.1445,4.6,0.0,0.0,65454.0667,5.3,12856.377,2.4,10488.4708,-7.1,0.0,0.0,3821.2063,-1.0,8209.1701,-2.9,10969.7014,8.8,49763.1847,4.9,3641.5882,-16.6,925.4646,-18.6,34123.907,7.9,29826.155,8.2,869329.1836,12.3,17769.1308,-4.0
202007,75324.6079,3.4,0.0,0.0,55682.2924,4.1,10996.4548,0.7,8930.2618,-8.5,0.0,0.0,3261.8268,-2.1,6990.501,-4.5,9389.9877,7.6,42105.2716,3.0,3100.2128,-18.3,799.8922,-20.3,29319.2313,8.0,25599.7925,8.5,851129.9654,11.9,15994.2333,-4.4
202006,62780.2095,1.9,0.0,0.0,46350.4211,2.6,9265.4201,-0.4,7436.7033,-10.2,0.0,0.0,2727.4933,-3.1,5850.2884,-5.4,7852.0067,5.5,34961.092,1.8,2591.311,-20.0,676.12,-20.5,24551.6865,5.9,21404.5219,6.2,834887.5394,12.3,14028.6242,-5.1
202005,45919.5905,-0.3,0.0,0.0,33764.9687,0.0,6736.0077,-4.2,5538.6955,-12.3,0.0,0.0,2079.6022,-1.2,4327.7544,-6.9,5747.2652,3.8,25912.4098,-1.1,1950.4882,-22.2,519.7328,-21.1,17536.9597,4.9,15286.9327,5.4,805470.8136,11.8,11386.8866,-7.1
202004,33102.8406,-3.3,0.0,0.0,24237.8573,-2.8,4855.7757,-6.6,4028.4878,-15.2,0.0,0.0,1529.7814,-4.8,3144.9309,-10.4,4190.271,0.4,18814.2199,-4.5,1419.8251,-25.4,392.2478,-21.6,12476.5478,3.0,10826.5423,4.1,786510.8864,12.0,9396.6222,-9.6
202003,21962.6085,-7.7,0.0,0.0,16014.9023,-7.2,3157.3889,-13.6,2699.5504,-18.7,0.0,0.0,1035.9568,-10.8,2106.0786,-14.8,2805.6708,-3.7,12611.8455,-9.5,937.36,-31.0,257.4107,-27.0,8155.9923,-0.1,7003.462,1.0,766028.8331,12.5,7726.4935,-10.0
202002,10115.4174,-16.3,0.0,0.0,7318.2897,-16.0,1429.355,-23.7,1282.8769,-25.1,0.0,-100.0,549.9584,-17.8,978.9869,-25.6,1268.1824,-9.1,6394.4002,-16.3,462.885,-37.7,122.9595,-35.1,3135.1727,-10.9,2639.5984,-9.3,745155.9819,13.1,4896.0935,-18.1
202001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201912,132194.2649,9.9,0.0,0.0,97070.7449,13.9,19568.4891,-4.7,17288.3111,6.2,3875.7138,-12.3,6162.5969,2.8,13225.8547,-6.7,15735.0677,5.6,75248.1179,11.8,6714.3916,-22.6,1713.484,12.4,48518.2714,13.5,41675.3857,14.5,839883.1568,13.5,43009.5705,16.2
201911,121265.0472,10.2,0.0,0.0,89232.2818,14.4,17958.28,-4.9,15921.0552,7.3,3576.0804,-9.2,5555.6675,2.5,12117.3145,-7.3,14359.7834,5.8,68328.5126,11.1,6139.0104,-24.5,1574.4188,23.4,45223.1054,15.4,39300.2125,17.0,824596.783,13.4,28135.8649,8.4
201910,109603.4475,10.3,0.0,0.0,80666.1592,14.6,16213.3068,-5.3,14451.7548,8.2,3267.5428,-6.9,4987.7203,1.6,10987.113,-7.6,12962.455,6.6,61623.3075,10.9,5550.8255,-25.0,1437.5453,23.4,40991.7692,16.5,35650.9046,18.4,805890.7009,13.9,24150.6411,8.5
201909,98007.6669,10.5,0.0,0.0,72145.7178,14.9,14566.7801,-5.3,12978.3131,8.7,2940.5707,-5.3,4446.8295,0.8,9796.0542,-8.0,11619.0654,7.6,54934.0136,10.6,5006.3897,-24.6,1295.4681,22.9,36771.7955,17.5,32011.8722,19.6,790051.2867,14.0,20765.9673,4.0
201908,84589.0574,10.5,0.0,0.0,62186.7669,14.9,12554.3182,-6.2,11284.0603,9.6,2570.6503,-4.6,3860.5167,0.6,8455.8768,-9.4,10085.897,9.2,47458.4473,9.9,4364.3691,-24.9,1136.5538,21.6,31629.6872,19.0,27570.7343,21.9,773902.8827,14.6,18510.484,0.6
201907,72843.118,10.6,0.0,0.0,53466.2939,15.1,10920.6439,-5.5,9763.7925,10.1,2199.968,-4.4,3332.9651,-0.2,7318.4141,-9.0,8725.4449,8.3,40884.734,9.7,3796.4098,-24.3,1003.759,22.8,27158.2152,19.2,23603.8177,22.0,760490.2719,15.1,16734.3731,-0.1
201906,61609.3028,10.9,0.0,0.0,45166.8208,15.8,9301.679,-5.2,8281.3278,11.0,1899.0572,-4.3,2814.9599,-0.7,6183.3667,-9.8,7444.1554,8.6,34341.2975,9.4,3237.3086,-24.2,849.9796,22.0,23180.7171,20.9,20164.0514,24.2,743265.2815,15.1,14782.136,-1.2
201905,46074.8881,11.2,0.0,0.0,33780.1211,16.3,7032.9514,-4.5,6316.001,14.1,1535.7891,3.2,2105.6124,-3.6,4649.6321,-9.7,5539.5225,9.7,26197.479,8.9,2505.6531,-22.9,658.7468,22.3,16713.0092,23.0,14505.3154,27.2,720454.1976,15.2,12261.9687,-1.0
201904,34217.45,11.9,0.0,0.0,24925.2884,16.8,5197.3826,-5.5,4749.4103,16.4,1199.5193,8.9,1606.6484,-2.4,3510.355,-9.8,4175.1582,12.2,19703.5275,9.1,1902.5186,-23.0,500.4733,23.0,12110.9306,25.4,10401.3924,29.7,702147.8483,15.2,10395.0158,-0.6
201903,23802.9199,11.8,0.0,0.0,17255.8364,17.3,3652.7429,-4.7,3319.0323,15.6,902.1428,12.7,1161.7841,-2.6,2471.8389,-9.9,2913.4605,9.9,13928.8354,8.5,1358.149,-22.9,352.7897,19.5,8163.1458,27.5,6931.6375,32.6,681061.0074,14.4,8583.0516,-2.4
201902,12089.8397,11.6,0.0,0.0,8711.0106,18.0,1874.2346,-5.2,1712.9842,19.2,504.6749,12.4,668.7139,2.5,1315.2268,-9.0,1394.8884,3.0,7641.1169,9.4,742.5607,-18.8,189.3619,30.4,3516.8002,26.3,2911.1184,34.5,659119.2592,12.5,5980.5413,-2.2
201901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201812,120263.5146,9.5,0.0,0.0,85192.247,13.4,20539.081,-8.2,16275.5197,16.7,4419.0219,10.1,5996.3332,-11.3,14177.0915,-9.4,14897.8429,21.6,67318.839,-2.3,8673.1568,-10.5,1524.5832,-1.7,42746.9356,44.1,36387.009,57.0,740022.3296,12.7,37017.7236,-5.7
201811,110083.0033,9.7,0.0,0.0,78026.719,13.6,18883.641,-8.3,14841.993,16.7,3939.3523,7.9,5422.5527,-12.0,13066.0712,-9.4,13567.6604,21.9,61503.2387,-3.0,8132.2477,-8.7,1275.7273,-10.3,39171.7896,46.9,33590.3121,60.5,727134.5633,12.5,25943.6885,-11.2
201810,99324.9154,9.7,0.0,0.0,70369.9235,13.7,17127.3661,-8.3,13362.6325,16.6,3511.2948,7.2,4911.4916,-12.0,11886.2778,-9.2,12157.2225,21.5,55582.2742,-3.4,7403.1118,-8.3,1165.1892,-10.1,35174.3402,48.7,30116.0401,63.4,707735.1779,11.7,22260.4293,-12.6
201809,88665.0355,9.9,0.0,0.0,62806.3421,14.0,15375.8614,-8.2,11938.9963,17.7,3104.8855,7.3,4409.402,-11.4,10649.848,-9.1,10799.4434,22.1,49680.1121,-3.4,6642.7629,-8.0,1054.1585,-8.6,31288.002,50.3,26757.4642,66.0,692772.6206,11.6,19960.5771,-10.7
201808,76518.8414,10.1,0.0,0.0,54114.4379,14.1,13380.5165,-8.3,10294.4015,18.2,2695.7841,7.6,3837.7844,-10.4,9329.5727,-8.5,9237.0464,21.9,43182.985,-3.2,5812.6815,-7.3,934.9859,-7.0,26588.189,51.1,22623.143,66.9,675352.4458,10.9,18402.6881,-9.2
201807,65885.7066,10.2,0.0,0.0,46443.0413,14.2,11553.8586,-8.4,8867.2768,18.9,2302.2642,5.6,3339.6504,-9.9,8045.415,-8.9,8057.5999,23.3,37259.311,-3.5,5016.2421,-8.0,817.4904,-4.9,22792.6631,53.8,19353.3135,72.3,660778.2057,10.5,16755.9486,-9.5
201806,55530.962,9.7,0.0,0.0,38989.9407,13.6,9816.5593,-7.8,7461.9866,18.9,1984.3495,7.7,2833.9022,-10.3,6854.2963,-9.7,6852.8228,23.6,31387.7607,-4.6,4268.0994,-8.5,696.869,-2.7,19178.2329,55.6,16235.8962,74.4,645666.201,10.2,14962.5546,-8.9
201805,41420.2686,10.2,0.0,0.0,29037.2796,14.2,7366.6274,-6.9,5533.1283,19.0,1488.3598,6.9,2185.0731,-7.8,5149.632,-9.3,5048.2839,22.4,24045.949,-2.5,3249.5743,-7.0,538.7746,2.9,13585.9707,52.2,11400.7325,69.3,625427.4934,9.8,12381.6237,-7.8
201804,30591.9486,10.3,0.0,0.0,21331.3745,14.2,5497.2798,-5.8,4080.7427,17.9,1101.7847,3.9,1646.3173,-5.1,3893.424,-7.8,3720.8328,19.9,18060.5884,-1.4,2469.8696,-4.1,406.8601,5.9,9654.6305,49.4,8022.0083,66.9,609276.7582,9.0,10454.5873,-9.1
201803,21291.2911,10.4,0.0,0.0,14704.5938,13.3,3832.4325,-6.6,2871.0684,18.0,800.3748,4.8,1192.5067,-0.1,2742.9574,-6.5,2651.2332,21.5,12833.134,-0.5,1761.092,-3.1,295.1691,12.0,6401.896,48.6,5225.5193,67.8,595182.8925,8.8,8797.0212,-9.6
201802,10831.0878,9.9,0.0,0.0,7379.3818,12.3,1976.4068,-4.4,1437.4817,14.3,449.1865,9.4,652.5188,-0.2,1444.5987,-4.8,1354.5885,21.8,6986.4831,3.4,914.6259,-1.3,145.213,9.9,2784.7658,36.4,2164.6979,47.9,585841.5725,8.7,6116.0317,-15.3
201801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201712,109798.5288,7.0,0.0,0.0,75147.8799,9.4,22367.2801,-9.7,13949.1038,11.2,4015.4427,15.4,6761.3571,3.5,15639.8974,-1.2,12249.3944,6.5,68890.558,3.1,9687.1329,1.9,1550.7034,6.1,29670.1345,19.6,23169.471,23.4,656617.3813,11.7,39258.7686,-4.4
201711,100386.5483,7.5,0.0,0.0,68670.4815,9.7,20582.0258,-9.1,12718.4312,11.9,3651.0864,15.1,6162.4292,3.9,14421.9451,0.3,11131.6925,6.1,63393.7253,4.2,8906.6551,2.8,1421.8515,7.0,26664.3164,18.2,20927.6943,21.9,646603.959,11.4,29221.8211,-2.6
201710,90544.3579,7.8,0.0,0.0,61871.2295,9.9,18670.8696,-8.8,11465.0247,12.5,3275.5814,15.1,5583.1778,5.2,13087.6886,1.1,10002.262,6.1,57523.3369,5.0,8073.5849,4.0,1295.7611,8.5,23651.675,16.9,18427.9261,20.1,633504.7355,11.3,25465.0189,-0.3
201709,80644.4463,8.1,0.0,0.0,55109.284,10.4,16743.3489,-8.2,10145.6144,12.8,2893.9387,14.6,4978.392,5.4,11709.6122,1.4,8847.1581,5.3,51454.3141,5.4,7218.1305,4.6,1153.352,9.2,20818.6497,16.8,16123.6341,20.1,620760.3436,11.0,22345.0515,-0.8
201708,69493.8821,7.9,0.0,0.0,47440.0371,10.1,14589.4525,-7.5,8711.0291,12.4,2504.2516,15.0,4283.6323,4.8,10194.8413,2.4,7575.3714,4.2,44628.8345,5.8,6268.815,5.1,1005.0021,8.3,17591.2305,14.9,13555.3346,18.0,608883.6769,10.8,20258.0387,1.4
201707,59761.0771,7.9,0.0,0.0,40683.0281,10.0,12607.425,-7.7,7455.0745,12.5,2181.0353,14.9,3708.2559,4.7,8834.4518,3.0,6535.3413,4.3,38623.803,6.1,5453.4912,6.5,860.0392,5.3,14823.7437,13.8,11232.4545,16.1,597900.6284,10.8,18507.0307,2.3
201706,50610.2227,8.5,0.0,0.0,34318.2634,10.2,10652.6533,-7.7,6277.4417,13.6,1843.2792,15.5,3159.2939,4.8,7589.3525,5.0,5543.3129,5.9,32902.8877,6.6,4666.5184,8.5,716.4867,3.9,12324.3299,14.5,9308.602,17.5,586159.7299,10.8,16431.7497,5.2
201705,37594.6757,8.8,0.0,0.0,25422.937,10.0,7909.1935,-7.4,4651.5955,13.4,1392.7149,12.1,2370.5654,5.1,5677.9618,5.9,4123.2115,7.7,24650.91,6.6,3493.5,9.0,523.4651,2.2,8926.8006,15.6,6733.423,18.9,569543.7953,10.4,13429.2199,5.6
201704,27731.5764,9.3,0.0,0.0,18671.3157,10.6,5838.7447,-5.9,3461.9115,14.9,1060.1738,14.0,1735.676,1.1,4221.7814,7.8,3102.8033,8.6,18311.7896,7.2,2574.4669,8.8,384.2578,0.7,6461.0621,16.7,4807.4132,21.1,558811.1972,10.7,11504.121,11.3
201703,19291.9181,9.1,0.0,0.0,12981.0234,11.2,4104.7762,-3.6,2433.4125,17.3,763.7116,10.7,1194.2207,-3.8,2934.845,8.2,2181.829,6.3,12902.4332,7.9,1816.6167,9.7,263.4491,-0.3,4309.4191,13.4,3113.6167,16.6,546872.8786,10.4,9728.7125,14.7
201702,9854.3388,8.9,0.0,0.0,6571.073,9.0,2067.8448,-1.3,1257.1626,13.0,410.6227,3.3,654.0803,-0.6,1517.1212,11.8,1112.0643,10.1,6753.8492,7.9,926.5796,11.1,132.0753,2.3,2041.8347,11.6,1463.6348,15.2,538937.5317,10.9,7221.5849,16.4
201701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201612,102581.0,6.9,0.0,0.0,68704.0,6.4,24772.1811,0.5,12540.3962,13.7,3478.7431,-0.1,6533.0,5.2,15838.0,8.4,11506.6143,8.9,66793.3931,5.7,9508.7975,18.5,1461.5526,20.6,24816.8696,5.3,18778.6795,6.2,587857.2355,9.5,41079.5804,0.3
201611,93387.0808,6.5,0.0,0.0,62588.2347,6.0,22633.6354,0.2,11364.7576,12.1,3171.3516,0.1,5933.7524,5.0,14377.3943,7.7,10487.6994,8.9,60838.9232,5.6,8668.0647,18.9,1329.0094,20.4,22551.0835,4.0,17165.823,4.2,580253.014,9.1,29991.4701,0.1
201610,83974.6129,6.6,0.0,0.0,56293.7155,5.9,20480.0721,0.1,10193.6804,11.5,2846.641,-1.1,5308.3593,6.2,12941.152,7.8,9431.3861,9.1,54793.3533,5.6,7759.4742,19.5,1193.9914,21.6,20227.794,4.0,15337.7893,3.9,569312.0972,9.2,25553.1962,-1.0
201609,74597.5896,5.8,0.0,0.0,49930.8496999999,5.1,18248.2077,-0.8,8992.7674,9.9,2526.0924,-1.6,4721.7263,6.0,11542.7846,7.3,8402.229,7.4,48815.697,5.1,6897.8119,19.5,1056.1762,20.3,17827.9045,2.3,13422.0231,1.4,559222.3954,8.8,22522.1671999999,4.6
201608,64386.7376,5.4,0.0,0.0,43076.0585,4.8,15779.8743,-1.2,7748.4942,8.5,2178.423,-1.5,4085.6452,5.7,9954.2995,7.1,7270.7344,6.8,42179.2137,4.8,5966.7717,20.5,928.2875,22.2,15312.4647,1.4,11489.2942,-0.1,549589.3619,8.8,19987.6281,10.0
201607,55360.5005,5.3,0.0,0.0,36981.3242,4.5,13655.226,-0.9,6624.8013,6.3,1898.1495,-2.6,3541.1303,8.5,8573.1882,6.9,6264.8578,6.2,36393.4066,5.0,5119.4269,20.8,817.0155,25.1,13030.6515,0.2,9676.7597,-1.7,539663.2184,8.8,18088.5514,11.2
201606,46630.5204,6.1,0.0,0.0,31149.2733,5.6,11543.0944,0.1,5526.83,5.1,1596.4453,-4.3,3015.7767,10.1,7229.1864,7.8,5236.284,4.6,30872.9252,5.9,4301.6303,21.6,689.6578,24.3,10766.3071,0.5,7920.1439,-1.1,528786.4356,9.0,15616.6389,9.0
201605,34564.1056,7.0,0.0,0.0,23118.1805,6.8,8543.8298,1.0,4103.4516,4.5,1242.1187,-2.1,2256.0071,12.8,5361.4753,8.2,3828.4427,3.7,23122.7766,7.1,3205.7939,23.5,512.3359,23.8,7723.1992,0.4,5665.064,-0.3,516068.3583,9.3,12718.1493,9.3
201604,25375.6354,7.2,0.0,0.0,16887.3749,6.4,6203.608,0.5,3013.6817,3.4,929.9461,-0.8,1716.6723,15.4,3914.9422,7.6,2856.646,6.9,17089.6125,7.3,2367.1089,23.0,381.4128,22.7,5537.5012,0.5,3971.2276,0.2,504591.2094,9.3,10336.1764,8.9
201603,17676.6202,6.2,0.0,0.0,11669.5165,4.6,4258.7679,0.7,2074.8733,-0.5,689.634,-0.9,1241.9718,14.2,2712.2095,7.1,2052.9224,9.5,11955.9925,5.6,1655.382,21.6,264.3444,26.1,3800.9013,1.2,2671.2273,1.2,495339.3288,9.1,8482.5851,7.6
